model_name,name,kernel_depth,kernel_height,kernel_width,tensor_count,input_shape,output_shape,tensor_shape,input_height,input_width,input_depth,output_height,output_width,output_depth
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,5,5,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(5, 5, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,384,"(None, 19, 19, 2304)","(None, 19, 19, 384)","(1, 1, 2304)",19,19,2304,19,19,384
EfficientNet_B7,PointWiseConv,384,1,1,2304,"(None, 19, 19, 384)","(None, 19, 19, 2304)","(1, 1, 384)",19,19,384,19,19,2304
EfficientNet_B7,DepthWiseConv,1,3,3,2304,"(None, 19, 19, 2304)","(None, 19, 19, 2304)","(3, 3, 1)",19,19,2304,19,19,2304
EfficientNet_B7,PointWiseConv,2304,1,1,96,"(None, 1, 1, 2304)","(None, 1, 1, 96)","(1, 1, 2304)",1,1,2304,1,1,96
EfficientNet_B7,PointWiseConv,96,1,1,2304,"(None, 1, 1, 96)","(None, 1, 1, 2304)","(1, 1, 96)",1,1,96,1,1,2304
EfficientNet_B7,PointWiseConv,2304,1,1,640,"(None, 19, 19, 2304)","(None, 19, 19, 640)","(1, 1, 2304)",19,19,2304,19,19,640
EfficientNet_B7,PointWiseConv,640,1,1,3840,"(None, 19, 19, 640)","(None, 19, 19, 3840)","(1, 1, 640)",19,19,640,19,19,3840
EfficientNet_B7,DepthWiseConv,1,3,3,3840,"(None, 19, 19, 3840)","(None, 19, 19, 3840)","(3, 3, 1)",19,19,3840,19,19,3840
EfficientNet_B7,PointWiseConv,3840,1,1,160,"(None, 1, 1, 3840)","(None, 1, 1, 160)","(1, 1, 3840)",1,1,3840,1,1,160
EfficientNet_B7,PointWiseConv,160,1,1,3840,"(None, 1, 1, 160)","(None, 1, 1, 3840)","(1, 1, 160)",1,1,160,1,1,3840
EfficientNet_B7,PointWiseConv,3840,1,1,640,"(None, 19, 19, 3840)","(None, 19, 19, 640)","(1, 1, 3840)",19,19,3840,19,19,640
EfficientNet_B7,PointWiseConv,640,1,1,3840,"(None, 19, 19, 640)","(None, 19, 19, 3840)","(1, 1, 640)",19,19,640,19,19,3840
EfficientNet_B7,DepthWiseConv,1,3,3,3840,"(None, 19, 19, 3840)","(None, 19, 19, 3840)","(3, 3, 1)",19,19,3840,19,19,3840
EfficientNet_B7,PointWiseConv,3840,1,1,160,"(None, 1, 1, 3840)","(None, 1, 1, 160)","(1, 1, 3840)",1,1,3840,1,1,160
EfficientNet_B7,PointWiseConv,160,1,1,3840,"(None, 1, 1, 160)","(None, 1, 1, 3840)","(1, 1, 160)",1,1,160,1,1,3840
EfficientNet_B7,PointWiseConv,3840,1,1,640,"(None, 19, 19, 3840)","(None, 19, 19, 640)","(1, 1, 3840)",19,19,3840,19,19,640
EfficientNet_B7,PointWiseConv,640,1,1,3840,"(None, 19, 19, 640)","(None, 19, 19, 3840)","(1, 1, 640)",19,19,640,19,19,3840
EfficientNet_B7,DepthWiseConv,1,3,3,3840,"(None, 19, 19, 3840)","(None, 19, 19, 3840)","(3, 3, 1)",19,19,3840,19,19,3840
EfficientNet_B7,PointWiseConv,3840,1,1,160,"(None, 1, 1, 3840)","(None, 1, 1, 160)","(1, 1, 3840)",1,1,3840,1,1,160
EfficientNet_B7,PointWiseConv,160,1,1,3840,"(None, 1, 1, 160)","(None, 1, 1, 3840)","(1, 1, 160)",1,1,160,1,1,3840
EfficientNet_B7,PointWiseConv,3840,1,1,640,"(None, 19, 19, 3840)","(None, 19, 19, 640)","(1, 1, 3840)",19,19,3840,19,19,640
EfficientNet_B7,PointWiseConv,640,1,1,2560,"(None, 19, 19, 640)","(None, 19, 19, 2560)","(1, 1, 640)",19,19,640,19,19,2560
EfficientNet_B7,Dense,1,2560,1,1,"(None, 2560)","(None, 1000)","(2560, 1, 1)",19,19,640,1000,1,1
